Cross,Generation,ID,standard_length,caudal_peduncle_pixels,middle_ray_pixels,longest_ray_pixels,outside_ray_pixels,Notes/Observation
MmAk,F2,412,255.018,44.843,86.112,97.445,71.173,
MmAk,F2,413,256.059,40.525,72.619,85.268,70.35,
MmAk,F2,414,256.502,48.344,94.81,103.198,73.333,"Tail shape was a little weird, almost like a ball?"
MmAk,F2,415,255.008,45.686,80.417,93.308,75.898,
MmAk,F2,416,256.002,45.031,91.12,107.805,90.753,
MmAk,F2,417,258.75,44.322,77.695,91.635,70.018,
MmAk,F2,418,257.503,41.769,73.475,84.407,66.283,
MmAk,F2,419,259.008,55.627,93.419,104.997,82.006,
MmAk,F2,420,256.096,40.519,72.562,79.185,61.633,fan tail
MmAk,F2,421,257.803,55.77,98.606,105.023,81.537,
MmAk,F2,422,259.993,42.925,76.243,89.552,69.723,
MmAk,F2,423,256.281,40.608,82.206,90.234,71.127,fan tail
MmAk,F2,424,260.508,49.334,92.676,103.104,75.813,
MmAk,F2,425,259.548,39.785,68.281,82.257,53.246,
MmAk,F2,426,260.406,45.258,84.929,96.598,78.724,fork tail
MmAk,F2,427,260.127,52.617,89.006,103.211,79.157,
MmAk,F2,428,260.504,41.787,72.584,87.416,69.722,
MmAk,F2,429,261,45.366,79.819,93.411,64.577,
MmAk,F2,430,259.069,38.566,76.119,77.705,54.057,fan tail
MmAk,F2,431,262,37.817,72.478,87.654,69.46,
MmAk,F2,432,259.002,46.503,82.574,92.804,75.725,
MmAk,F2,433,262.718,43.707,78.386,85.579,61.855,
MmAk,F2,434,215.954,29.152,59.135,68.352,53.712,
MmAk,F2,435,264.171,44.515,79.207,91.186,80.29,
MmAk,F2,436,261.885,49.685,98.014,103.325,81.176,
MmAk,F2,437,260.017,44.094,82.7,96.67,68.155,
MmAk,F2,438,216.03,38.053,69.326,79.911,64.3,
MmAk,F2,439,262.53,42.417,77.935,88.917,61.936,
MmAk,F2,440,261.256,44.757,78.678,90.157,72.471,
MmAk,F2,441,261.553,53.029,105.343,114.119,101.184,
MmAk,F2,442,261.871,49.827,91.705,106.163,83.815,fan tail
MmAk,F2,443,264.508,36.498,71.207,77.431,52.085,
MmAk,F2,444,262.231,46.571,89.022,102.252,76.482,
MmAk,F2,445,262,53.48,89.623,101.242,75.89,
MmAk,F2,446,264.047,51.808,96.104,109.729,68.139,fork tail
MmAk,F2,447,264,43.511,83.673,89.014,74.34,
MmAk,F2,448,266.012,48.781,91.028,98.923,76.832,
MmAk,F2,449,264.647,49.388,89.866,103.61,77.289,
MmAk,F2,450,261.47,33.751,75.094,81.378,58.545,
MmAk,F2,451,264.121,41.552,82.462,87.88,66.9,
MmAk,F2,452,265.504,48.501,95.2,98.824,79.207,
MmAk,F2,453,262.008,46.506,93.393,95.834,73.049,
MmAk,F2,454,264.834,55.403,103.368,123.04,93.212,
MmAk,F2,455,264.834,43.489,79.569,85.599,65.608,
MmAk,F2,456,265.03,40.757,75.754,83.306,64.517,
MmAk,F2,457,265.008,49.035,86.457,104.284,70.919,
MmAk,F2,458,266.068,55.731,103.004,112.098,71.361,
MmAk,F2,459,266.03,45.034,90.089,103.248,80.955,fan tail
MmAk,F2,460,264.017,36.006,71.071,81.093,59.562,
MmAk,F2,461,264.008,44.841,90.089,94.081,66.37,
MmAk,F2,462,266.079,48.032,80.077,95.996,64.273,
MmAk,F2,463,260.081,45.341,95.339,100.634,78.311,
MmAk,F2,464,261.884,47.302,74.405,78.892,70.34,
MmAk,F2,465,266.008,51.878,90.769,98.601,63.799,
MmAk,F2,466,268.507,40.078,79.627,83.47,61.225,
MmAk,F2,467,264.502,54.749,91.049,101.813,81.274,
MmAk,F2,468,263.107,40.528,74.311,75.824,69.406,
MmAk,F2,469,266.434,41.022,76.012,84.244,56.2,
MmAk,F2,470,263.21,36.125,74.46,88.192,68.308,
MmAk,F2,471,265.636,38.082,73.261,76.921,50.249,damage?
MmAk,F2,472,266.068,42.678,69.089,78.772,65.517,
MmAk,F2,473,266.368,41.345,74.336,85.394,68.337,
MmAk,F2,474,266.092,44.809,81.684,91.734,74.459,
MmAk,F2,475,264.121,43.046,81.432,90.708,71.383,
MmAk,F2,476,269,39.789,85.006,86.783,63.179,fan tail
MmAk,F2,477,265.557,47.676,82.738,94.476,64.956,
MmAk,F2,478,265.538,36.264,65.094,75.361,56.824,
MmAk,F2,479,267.547,41.003,67.667,78.995,49.083,damage?
MmAk,F2,480,246.778,44.688,84.69,100.365,74.43,
MmAk,F2,481,266.038,47.253,78.692,93.371,56.777,
MmAk,F2,482,265.047,34.442,67.61,79.504,56.099,
MmAk,F2,483,264.08,45.056,85.003,93.499,62.901,
MmAk,F2,484,264.819,47.566,84.253,94.747,51.532,
MmAk,F2,485,259.012,48.677,85.842,98.22,70.214,
MmAk,F2,486,257.694,46,82.141,95.827,58.92,
MmAk,F2,487,257.031,47.253,93.783,106.891,75.404,
MmAk,F2,488,256.333,46.043,82.738,95.618,71.236,
MmAk,F2,489,257.376,51.251,99.103,110.463,67.872,
MmAk,F2,490,262.337,51.502,88.406,100.4,62.623,
MmAk,F2,491,255.209,42.067,85.435,90.85,68.719,
MmAk,F2,492,267.84,53.25,97.145,107.779,78.972,
MmAk,F2,493,270.078,52.129,99.023,103.817,77.852,
MmAk,F2,494,263.154,51.255,94.679,105.997,85.155,damage?
MmAk,F2,495,263.502,43.012,82.451,87.569,64.281,
MmAk,F2,496,261.67,41.787,77.104,87.846,64.964,
MmAk,F2,497,266.002,40.512,71.324,85.843,70.528,
MmAk,F2,498,261.031,51.51,102.044,115.996,88.974,
MmAk,F2,499,266.62,52.752,91.762,106.042,85.017,
MmAk,F2,500,266.068,43.012,81.691,94.336,73.267,
MmAk,F2,501,267.007,54.332,103.247,110.463,85.755,
MmAk,F2,502,268.007,40.611,78.729,93.648,73.348,
MmAk,F2,503,268.007,38.082,74.243,85.7,64.904,
MmAk,F2,504,266.008,39.756,75.851,90.104,72.396,
MmAk,F2,505,258.38,56.729,113.882,130.916,105.58,
MmAk,F2,506,260.492,42.333,71.336,87.703,68.197,
MmAk,F2,507,264.008,32.007,55.415,57.814,43.463,
MmAk,F2,508,257.008,56.394,100.778,125.794,99.169,
MmAk,F2,509,270.474,41.049,75.107,85.768,63.149,
MmAk,F2,510,270,32.004,65.031,69.904,59.424,
MmAk,F2,511,264.371,49.721,88.893,100.028,79.253,
MmAk,F2,512,266.03,41.679,78.336,90.136,71.081,
MmAk,F2,513,262.122,56.52,107.029,124.665,95.819,
MmAk,F2,514,262.031,64.008,126,139.857,108.577,fan tail
MmAk,F2,515,260.048,40.112,74.542,78.918,58.951,
MmAk,F2,516,263.19,57.09,100.816,120.522,97.334,
MmAk,F2,517,263.048,41.692,79.539,93.172,73.246,
MmAk,F2,518,268.007,51.333,95.676,103.078,82.182,
MmAk,F2,519,264.03,42.027,83.524,93.628,71.121,
MmAk,F2,520,266.03,52.118,90.139,107.935,80.276,
MmAk,F2,537,217.147,39.033,70.429,79.064,62.486,
MmAk,F2,538,217.279,44.283,79.191,99.384,80.449,
MmAk,F2,539,265.002,47.265,85.709,102,73.573,
MmAk,F2,540,260.123,50.01,99.182,119.541,99.005,
MmAk,F2,541,264,59.06,100.692,119.02,97.062,
MmAk,F2,542,262.039,39.829,72.542,83.804,57.581,
MmAk,F2,543,262.558,55.653,99.84,118.143,95.959,
MmAk,F2,544,260.012,57.936,101.98,116.347,87.963,
MmAk,F2,545,262.5,62.561,108.733,123.762,108.792,fan tail
MmAk,F2,546,260.254,38.511,60.407,79.21,40.43,very damaged
MmAk,F2,547,261.5,49.781,98.747,111.545,67.872,
MmAk,F2,548,265.047,42.324,77.749,77.627,55.066,
MmAk,F2,549,263.008,52.622,98.105,115.605,77.994,
MmAk,F2,550,259.668,40.9,70.477,81.854,57.931,
MmAk,F2,551,264.03,62.508,114.004,139.517,114.038,forked
MmAk,F2,552,264.012,40.485,72.33,83.256,65.015,
MmAk,F2,553,261.504,51.719,85.807,100.187,70.813,
MmAk,F2,554,260.069,37.084,62.515,72.788,56.21,
MmAk,F2,555,263.538,45.319,77.75,93.544,67.038,
MmAk,F2,556,261.569,65.192,108.065,129.304,94.251,
MmAk,F2,557,263.03,42.606,75.754,85.586,73.246,fan tail
MmAk,F2,558,263.004,41.027,76.882,82.422,61.565,
MmAk,F2,559,259.002,60.712,93.339,108.155,83.198,
MmAk,F2,560,260.684,55.342,97.581,110.725,71.729,
MmAk,F2,561,261.232,62.008,112,127.812,101.631,
MmAk,F2,562,262.688,52.892,84.524,97.94,74.33,
MmAk,F2,563,237.019,34.5,56,62.738,34.482,
MmAk,F2,564,234.534,44.261,76.076,85.546,65.216,fan tail
MmAk,F2,565,236.104,53.038,96.28,103.065,76.947,
MmAk,F2,566,238.005,42.555,79.874,88.042,68.157,
MmAk,F2,567,236.159,47.792,76.799,83.934,70.994,
MmAk,F2,568,238.882,43.784,73.894,81.057,67.196,
MmAk,F2,569,238.618,42.003,67.787,78.199,53.451,
MmAk,F2,570,237.67,38.513,60.758,65.471,50.847,
MmAk,F2,571,238.254,42.06,73.863,85.754,65.636,
MmAk,F2,572,237.19,44.045,87.052,90.477,71.344,
MmAk,F2,573,234.513,49.501,82.886,95.696,84.747,
MmAk,F2,574,234.137,37.365,62.005,68.23,53.251,
MmAk,F2,575,236.418,41.419,81.981,90.811,75.139,
MmAk,F2,576,233.009,40.753,76.526,80.344,59.869,
MmAk,F2,577,237.7,40.672,69.638,78.899,57.562,
MmAk,F2,578,239.5,39.335,60.342,65.9,50.913,
MmAk,F2,579,238.731,35.182,71.342,71.768,54.466,fan tail
MmAk,F2,580,240.575,37.253,69.826,71.474,66.538,
MmAk,F2,581,238,32.777,62.19,61.413,55.491,
MmAk,F2,582,239.712,40.935,70.506,80.753,69.602,
MmAk,F2,583,237.712,37.789,72.033,81.005,67.769,
MmAk,F2,584,241.019,46.881,83.182,92.618,71.482,
MmAk,F2,585,236,38.185,71.356,81.639,64.324,
MmAk,F2,586,240.5,37.096,69.68,72.32,45.412,
MmAk,F2,587,239.102,35.404,67.12,71.068,58.962,
MmAk,F2,588,238.019,41.398,70.95,74.705,62.13,
MmAk,F2,589,237.255,34.008,64.374,71.672,52.717,
MmAk,F2,590,251.612,47.685,82.114,91.877,72.225,
MmAk,F2,591,252.66,41.062,77.544,83.487,61.434,
MmAk,F2,592,253.697,42.337,81.056,74.304,64.133,
MmAk,F2,593,254.049,43.521,82.252,87.967,73.108,
MmAk,F2,594,250.032,48.51,93.434,109.065,87.02,
MmAk,F2,595,252.06,47.352,86.356,99.942,71.629,
MmAk,F2,596,252.05,50.651,106.753,105.543,83.765,
MmAk,F2,597,251.508,60.237,102.743,118.018,84.229,forked
MmAk,F2,598,251.018,48.131,86.898,94.871,74.297,
MmAk,F2,599,252.004,50.32,91.473,102.561,82.196,
MmAk,F2,600,247.002,54.009,93.263,106.87,85.248,
MmAk,F2,601,249.163,47.066,80.025,88.074,71.086,
MmAk,F2,602,257.024,40.679,76.187,82.659,66.941,
MmAk,F2,603,253.239,61.943,105.043,120.165,93.648,
MmAk,F2,604,257.004,49.018,91.972,103.821,88.282,
MmAk,F2,605,255.071,54.083,99.712,109.588,84.833,fan tail
MmAk,F2,606,235.049,37.833,71.562,75.803,58.234,
MmAk,F2,607,258.008,53.668,94.343,105.23,79.166,
MmAk,F2,608,256.684,54.212,108.008,125.96,91.304,
MmAk,F2,609,254.626,49.503,87.251,96.333,74.867,
MmAk,F2,610,257.158,52.027,100.626,120.071,105.313,
MmAk,F2,611,256.096,51.01,107.075,129.035,93.622,
MmAk,F2,521,237.002,51.668,91.669,99.495,74.748,
MmAk,F2,522,239.008,38.956,66.093,73.778,58.789,
MmAk,F2,523,236.034,39.812,61.792,76.528,59.228,
MmAk,F2,524,240,34.34,62.377,68.984,53.769,
MmAk,F2,525,241.168,40.679,70.679,79.491,59.751,
MmAk,F2,526,236.172,42.678,58.781,74.24,55.825,
MmAk,F2,527,242.002,38.148,70.126,72.53,57.315,
MmAk,F2,528,240.019,45.503,94.501,102.011,79.706,
MmAk,F2,529,244.002,50.658,84.001,82.356,63.971,
MmAk,F2,530,240.052,42.59,72.463,81.364,58.843,fan tail
MmAk,F2,531,242.052,53.085,88.252,95.896,69.686,
MmAk,F2,532,240.019,51.705,91.822,102.334,79.119,
MmAk,F2,533,244.205,41.575,71.028,78.16,61.824,
MmAk,F2,534,240.408,52.586,90.168,95.469,78.654,
MmAk,F2,535,237.076,45.003,80.51,87.616,69.313,
MmAk,F2,536,239.134,39.702,67.5,79.477,61.877,
MmAk,F2,613,233.099,29.35,58.891,67.304,49.424,
MmAk,F2,614,235.019,42.286,75.054,87.353,70.856,
MmAk,F2,615,237.001,27.5,54.883,60.275,49.984,
MmAk,F2,616,238.019,39.033,61.08,67.543,57.801,
MmAk,F2,617,239.008,51.36,91.594,110.182,79.008,
MmAk,F2,618,238.005,36.014,66.762,68.499,47.278,
MmAk,F2,619,239.513,47.019,83.952,104.235,75.166,
MmAk,F2,620,237.502,43.756,73.751,86.308,69.473,
MmAk,F2,621,239.706,49.361,99.347,117.947,91,
MmAk,F2,622,240.052,27.26,48.167,51.558,37.165,
MmAk,F2,623,244.051,36.743,64.824,73.45,55.633,
MmAk,F2,624,246.006,41.825,75.668,89.133,69.277,
MmAk,F2,625,242.083,48.253,88.009,97.494,74.636,
MmAk,F2,626,256.281,47.17,86.635,96.241,81.825,
MmAk,F2,627,255.596,54.009,95.365,111.046,87.219,
MmAk,F2,628,259,41.215,72.646,75.458,62.853,
MmAk,F2,629,259.042,26.71,56.58,60.003,45.709,
MmAk,F2,630,260.639,44.071,85.391,94.699,78.247,
MmAk,F2,631,255.716,34.372,37.196,52.034,35.974,damage
MmAk,F2,632,257.539,37.334,74.181,77.144,72.623,
MmAk,F2,633,258.341,32.339,57.912,60.934,43.174,
MmAk,F2,634,250.675,48.166,81.462,92.797,71.644,
MmAk,F2,635,251.36,50.158,83.513,110.279,69.801,
MmAk,F2,636,255.008,45.788,82.506,93.315,71.711,
MmAk,F2,637,255.681,57.281,102.296,119.54,87.374,
MmAk,F2,638,255.825,48.609,91.012,103.997,78.104,
MmAk,F2,639,252.55,39.279,70.076,78.334,56.294,
MmAk,F2,640,253.071,48.828,86.599,98.971,76.441,
MmAk,F2,641,253.097,43.059,75.169,86.019,64.781,
MmAk,F2,642,255.759,36.513,71.696,77.971,57.111,
MmAk,F2,643,253.341,33.645,66.225,76.069,59.859,
MmAk,F2,644,253.143,35.784,67.605,77.655,56.129,
MmAk,F2,645,253.717,34.996,62.682,68.003,54.233,
MmAk,F2,646,254.531,32.626,65.42,72.34,61.446,
MmAk,F2,647,253.678,49.689,95.584,100.733,75.329,
MmAk,F2,648,254.197,50.888,84.482,100.12,68.597,
MmAk,F2,649,254.283,50.054,92.801,105.662,85.745,
MmAk,F2,650,254.004,45.344,82.369,89.741,60.532,
MmAk,F2,651,254.508,43.073,85.213,92.681,49.66,
MmAk,F2,735,254.049,40.777,77.288,80.43,68.21,fan tail
MmAk,F2,736,257.158,39.045,70.761,83.421,59.424,
MmAk,F2,737,250.032,32.315,65.196,70.328,55.198,
MmAk,F2,738,262.008,54.651,86.22,103.205,78.724,
MmAk,F2,739,258.124,45.173,78.502,90.395,60.82,
MmAk,F2,740,262.017,48.886,84.886,102.87,82.899,
MmAk,F2,741,254.008,47.595,91.195,93.039,74.706,
MmAk,F2,742,262.048,47.834,80.336,87.899,64.036,
MmAk,F2,743,260.123,40.485,78.423,85.007,66.092,
MmAk,F2,744,256.018,49.059,79.582,88.779,64.084,
MmAk,F2,745,259.017,36.02,57.422,64.624,59.534,
MmAk,F2,746,256.07,51.296,94.048,102.756,78.504,
MmAk,F2,747,265.017,51.245,90.913,102.991,78.334,
MmAk,F2,748,266.03,40.512,71.396,72.943,55.679,
MmAk,F2,749,268.503,61.345,110.018,115.694,93.341,
MmAk,F2,750,270.118,51.549,95.112,102.646,81.555,fan tail
MmAk,F2,751,265.008,68.007,106.019,118.271,98.489,
MmAk,F2,752,268.477,53.266,98.363,111.665,78.715,
MmAk,F2,753,270.118,58.549,104.785,121.017,79.398,
MmAk,F2,754,273.148,56.569,98.326,104.887,79.808,
MmAk,F2,755,266.03,51.109,91.832,99.587,73.154,
MmAk,F2,756,247,41.753,74.917,83.355,68.318,
MmAk,F2,757,247.051,50.421,92.501,104.452,77.795,
MmAk,F2,758,246.293,54.009,81.056,90.377,69.771,
MmAk,F2,759,250.018,37.371,64.871,75.509,57.245,
MmAk,F2,760,245.131,42.855,80.117,90.707,65.49,
MmAk,F2,761,249.098,44.268,80.057,82.638,68.153,
MmAk,F2,762,242.019,47.17,85.147,86.961,71.772,
MmAk,F2,763,245.051,47.696,85.032,95.658,75.597,
MmAk,F2,764,248.163,47.712,87.636,96.874,76.991,
MmAk,F2,765,252.127,40.028,75.007,81.584,62.758,
MmAk,F2,766,254.031,46.283,81.888,88.576,75.195,
MmAk,F2,767,254.126,45.696,81.297,88.44,72.995,
MmAk,F2,768,253.032,45.597,85.835,96.063,69.32,
MmAk,F2,769,250.162,46.69,88.162,99.938,64.626,
MmAk,F2,770,253.284,39.25,59.752,72.39,52.822,
MmAk,F2,771,254.197,52.891,98.875,106.596,89.147,
MmAk,F2,772,252.715,54.231,101.991,113.834,95.273,
MmAk,F2,773,253.334,50.972,103.668,121.54,83.29,
MmAk,F2,774,252.642,45.52,91.511,103.805,83.3,
MmAk,F2,775,251.509,37.024,68.007,77.627,55.46,
MmAk,F2,776,252.127,37.583,67.68,70.106,54.972,
MmAk,F2,777,253.032,60.92,105.262,120.653,82.796,
MmAk,F2,778,252.05,46.725,85.334,96.874,72.112,
MmAk,F2,779,258.194,48.678,94.602,102.247,76.185,
MmAk,F2,780,255.237,45.61,77.151,91.469,69.836,
MmAk,F2,781,231.366,48.901,92.006,105.571,83.139,
MmAk,F2,782,232.809,44.8,83.959,98.674,66.53,forked
MmAk,F2,783,234.418,42.921,81.594,92.307,65.171,
MmAk,F2,784,233.137,46.153,80.841,93.401,67.85,
MmAk,F2,785,234.137,40.471,78.065,87.286,67.44,
MmAk,F2,786,247.807,59.104,102.778,112.501,85.887,
MmAk,F2,787,246.926,58.269,101.27,114.862,90.1,
MmAk,F2,788,248.561,25.368,52.867,48.473,40.359,
MmAk,F2,789,247.164,47.27,88.821,96.546,87.451,
MmAk,F2,790,246.52,39.981,68.19,81.941,53.537,
MmAk,F2,791,248.027,47.909,90.346,111.25,88.193,
MmAk,F2,792,248.672,39.881,71.167,78.883,65.143,
MmAk,F2,793,247.808,35.434,62.898,71.41,46.077,
MmAk,F2,794,247.808,45.011,78.829,84.536,71.861,
MmAk,F2,795,248.018,50.501,83.514,97.271,78.937,
MmAk,F2,796,249.032,50.004,92.334,103.032,82.724,
MmAk,F2,797,250.18,43,77.355,91.548,66.936,
MmAk,F2,798,250.144,40.762,75.166,86.612,69.658,
MmAk,F2,799,249.55,47.511,86.521,99.28,70.745,
MmAk,F2,800,250.669,39.564,72.304,84.194,63.072,
MmAk,F2,801,251.67,37.895,69.985,79.342,61.791,
MmAk,F2,802,251.73,51.847,89.954,107.103,81.302,
MmAk,F2,803,249.505,44.011,87.58,97.51,78.125,
MmAk,F2,804,253.387,35.288,71.47,77.057,61.848,
MmAk,F2,805,262.054,47.842,90.028,104.066,77.525,
MmAk,F2,806,257.757,50.122,85.96,104.986,82.581,
MmAk,F2,807,252,47.838,85.213,97.215,74.265,
MmAk,F2,808,260.517,56.543,98.611,112.484,93.996,
MmAk,F2,809,256.125,41.269,80.626,90.625,69.786,
MmAk,F2,810,256.632,46.547,78.49,86.546,67.883,
MmAk,F2,811,255.285,48.302,87.686,99.23,82.026,
